author_name,painting_name,Style,Genre,Theme,Date,Period,image_url
Konstantin Dmitriyevich Flavitsky,Children Of Jacob Sell His Brother Joseph 1855,Romanticism,religious painting,,1855,,https://uploads6.wikiart.org//images//konstantin-dmitriyevich-flavitsky//children-of-jacob-sell-his-brother-joseph-1855.jpg!Large.jpg
Konstantin Dmitriyevich Flavitsky,Judgment Of Solomon 1854,Romanticism,religious painting,,1854,,https://uploads2.wikiart.org//images//konstantin-dmitriyevich-flavitsky//judgment-of-solomon-1854.jpg!Large.jpg
August Friedrich Schenck,Lorphelin Souvenir Dauvergne 1885,"Romanticism,Naturalism","animal painting,landscape",,1885,,https://uploads3.wikiart.org//00206//images//august-friedrich-schenck//l-orphelin-souvenir-d-auvergne.jpg
August Friedrich Schenck,Anguish,"Romanticism,Naturalism","animal painting,landscape",,1878,,https://uploads0.wikiart.org//00206//images//august-friedrich-schenck//fd101810.jpg!Large.jpg
August Friedrich Schenck,Souvenir Of Auvergne 1873,"Romanticism,Naturalism","animal painting,landscape",,1873,,https://uploads6.wikiart.org//00206//images//august-friedrich-schenck//1lost.jpg!Large.jpg
August Friedrich Schenck,Sheep In A Meadow 1865,"Romanticism,Naturalism","animal painting,landscape",,1865,,https://uploads7.wikiart.org//00206//images//august-friedrich-schenck//sheep-in-a-meadow-1865.Jpeg!Large.Jpeg
John Varley,Classical Landscape Composition 1835,Romanticism,landscape,,1835,,https://uploads1.wikiart.org//images//john-varley//classical-landscape-composition-1835.jpg!Large.jpg
John Varley,Avenue And Castle 1831,Romanticism,landscape,,1831,,https://uploads5.wikiart.org//images//john-varley//avenue-and-castle-1831.jpg!Large.jpg
John Varley,Holy Island Castle 1810,Romanticism,landscape,,1810,,https://uploads6.wikiart.org//images//john-varley//holy-island-castle-1810.jpg!Large.jpg
John Varley,Suburbs Of An Ancient City 1808,Romanticism,cityscape,,1808,,https://uploads5.wikiart.org//images//john-varley//suburbs-of-an-ancient-city-1808.jpg!Large.jpg
John Varley,An Ancient Castle Sketching Society Subject 1807,Romanticism,landscape,,1807,,https://uploads4.wikiart.org//images//john-varley//an-ancient-castle-sketching-society-subject-1807.jpg!Large.jpg
John Varley,View Of Bodenham And The Malvern Hills Herefordshire 1801,Romanticism,landscape,,1801,,https://uploads4.wikiart.org//images//john-varley//view-of-bodenham-and-the-malvern-hills-herefordshire-1801.jpg!Large.jpg
Mikhail Shibanov,Portrait Of Empress Catherine Ii With Traveling Dress 1787,Neoclassicism,"genre painting,portrait",, ; Russian Federation,,https://uploads1.wikiart.org//images//mikhail-shibanov//portrait-of-empress-catherine-ii-with-traveling-dress-1787.jpg!Large.jpg
Mikhail Shibanov,St Catherine 1786,Neoclassicism,"genre painting,portrait",,,,https://uploads5.wikiart.org//images//mikhail-shibanov//st-catherine-1786.jpg!Large.jpg
Mikhail Shibanov,Alexandr Matveevich Dmitriev Mamonov,Neoclassicism,"genre painting,portrait",,,,https://uploads6.wikiart.org//images//mikhail-shibanov//alexandr-matveevich-dmitriev-mamonov.jpg!Large.jpg
Mikhail Shibanov,The Celebration Of The Wedding Agreement 1777,Neoclassicism,"genre painting,portrait",, ; Russian Federation,,https://uploads6.wikiart.org//images//mikhail-shibanov//the-celebration-of-the-wedding-agreement-1777.jpg!Large.jpg
Mikhail Shibanov,Peasants Meal 1774,Neoclassicism,"genre painting,portrait",, ; Russian Federation,,https://uploads5.wikiart.org//images//mikhail-shibanov//peasants-meal-1774.jpg
Mikhail Shibanov,Portrait Of A G Spiridov 1772,Neoclassicism,"genre painting,portrait",, ; Russian Federation,,https://uploads8.wikiart.org//images//mikhail-shibanov//portrait-of-a-g-spiridov-1772.jpg!Large.jpg
Christoffer Wilhelm Eckersberg,Woman Standing In Front Of A Mirror 1841,Neoclassicism,nude painting (nu),,1841,,https://uploads6.wikiart.org//images//christoffer-wilhelm-eckersberg//woman-standing-in-front-of-a-mirror-1841.jpg!Large.jpg
Christoffer Wilhelm Eckersberg,Female Model Florentine 1840,Neoclassicism,nude painting (nu),,1840,,https://uploads2.wikiart.org//images//christoffer-wilhelm-eckersberg//female-model-florentine-1840.jpg
Christoffer Wilhelm Eckersberg,The Marble Staircase Which Leads Up To S Maria In Aracoeli In Rome 1816,Neoclassicism,cityscape,,1816,,https://uploads1.wikiart.org//images//christoffer-wilhelm-eckersberg//the-marble-staircase-which-leads-up-to-s-maria-in-aracoeli-in-rome-1816.jpg!Large.jpg
Christoffer Wilhelm Eckersberg,Socrates And Alcibiades 1816,Neoclassicism,literary painting,,1816,,https://uploads3.wikiart.org//images//christoffer-wilhelm-eckersberg//socrates-and-alcibiades-1816.jpg!Large.jpg
Christoffer Wilhelm Eckersberg,Portrait Of Anna Maria Magnani 1814,Neoclassicism,portrait,,1814,,https://uploads1.wikiart.org//images//christoffer-wilhelm-eckersberg//portrait-of-anna-maria-magnani-1814.jpg!Large.jpg
Constantin Daniel Rosenthal,Romania Breaking Off Her Chains On The Field Of Liberty 1849,Romanticism,allegorical painting,,1849,,https://uploads4.wikiart.org//images//constantin-daniel-rosenthal//romania-breaking-off-her-chains-on-the-field-of-liberty-1849.jpg
Constantin Daniel Rosenthal,Vanitas 1848,Romanticism,vanitas,,1848,,https://uploads1.wikiart.org//images//constantin-daniel-rosenthal//vanitas-1848.jpg
Constantin Daniel Rosenthal,Revolutionary Romania 1848,Romanticism,allegorical painting,,1848,,https://uploads7.wikiart.org//images//constantin-daniel-rosenthal//revolutionary-romania-1848.jpg!Large.jpg
Constantin Daniel Rosenthal,Portrait Of Teodor Arion 1848,Romanticism,portrait,,1848,,https://uploads1.wikiart.org//images//constantin-daniel-rosenthal//portrait-of-teodor-arion-1848.jpg!Large.jpg
Constantin Daniel Rosenthal,Doctorul Grunau 1846,Romanticism,portrait,,1846,,https://uploads1.wikiart.org//images//constantin-daniel-rosenthal//doctorul-grunau-1846.jpg!Large.jpg
Constantin Daniel Rosenthal,Portrait Of A Woman 1844,Romanticism,portrait,,1844,,https://uploads5.wikiart.org//images//constantin-daniel-rosenthal//portrait-of-a-woman-1844.jpg!Large.jpg
Gustave Boulanger,The Slave Market 1882,Academicism,genre painting,,1882,,https://uploads1.wikiart.org//images//gustave-boulanger//the-slave-market-1882.jpg!Large.jpg
Gustave Boulanger,It S The Emir 1870,Orientalism,genre painting,,1870,,https://uploads7.wikiart.org//images//gustave-boulanger//it-s-the-emir-1870.jpg!Large.jpg
Gustave Boulanger,Theatrical Rehearsal In The House Of An Ancient Rome Poet,Academicism,genre painting,,1855,,https://uploads1.wikiart.org//images//gustave-boulanger//theatrical-rehearsal-in-the-house-of-an-ancient-rome-poet.jpg!Large.jpg
Gustave Boulanger,Phryne 1850,Academicism,nude painting (nu),,1850,,https://uploads8.wikiart.org//images//gustave-boulanger//phryne-1850.jpg
Manuel Rodriguez De Guzman,Rinconcete Y Cortadillo 1865,Costumbrismo,genre painting,,1865,,https://uploads8.wikiart.org//images//manuel-rodriguez-de-guzman//rinconcete-y-cortadillo-1865.jpg!Large.jpg
Manuel Rodriguez De Guzman,La Feria De Santiponce 1855,Costumbrismo,genre painting,,1855,,https://uploads7.wikiart.org//images//manuel-rodriguez-de-guzman//la-feria-de-santiponce-1855.jpg!Large.jpg
Manuel Rodriguez De Guzman,Juerga Flamenca En La Feria 1854,Costumbrismo,genre painting,,1854,,https://uploads2.wikiart.org//images//manuel-rodriguez-de-guzman//juerga-flamenca-en-la-feria-1854.jpg
Manuel Rodriguez De Guzman,Lady Of Sevilla 1851,Costumbrismo,portrait,,1851,,https://uploads8.wikiart.org//images//manuel-rodriguez-de-guzman//lady-of-sevilla-1851.jpg
Manuel Rodriguez De Guzman,Majo 1846,Costumbrismo,portrait,,1846,,https://uploads7.wikiart.org//images//manuel-rodriguez-de-guzman//majo-1846.jpg!Large.jpg
Frederick William Burton,Miss Burton 1865,Romanticism,portrait,,1865,,https://uploads7.wikiart.org//00188//images//frederick-william-burton//dante-gabriel-rossetti-miss-burton.jpg!Large.jpg
Frederick William Burton,George Eliot 1865,Romanticism,portrait,,1865,,https://uploads8.wikiart.org//00188//images//frederick-william-burton//george-eliot-1865-by-frederick-william-burton.jpg
Frederick William Burton,Dreams 1863,Romanticism,portrait,,1863,,https://uploads0.wikiart.org//00188//images//frederick-william-burton//fw-burton.jpg!Large.jpg
Frederick William Burton,The Aran Fishermans Child 1841,Romanticism,genre painting,,1841,,https://uploads4.wikiart.org//00188//images//frederick-william-burton//thearanfishermanschild.jpg!Large.jpg
Leonardo Alenza,The Viaticum 1840,Costumbrismo,genre painting,,1840,,https://uploads4.wikiart.org//images//leonardo-alenza//the-viaticum-1840.jpg!Large.jpg
Leonardo Alenza,Satire Of The Romantic Suicide 1839,Romanticism,caricature,,1839,,https://uploads4.wikiart.org//images//leonardo-alenza//satire-of-the-romantic-suicide-1839.jpg!Large.jpg
Leonardo Alenza,El Sacamuelas 1844,Costumbrismo,genre painting,,1844,,https://uploads4.wikiart.org//images//leonardo-alenza//el-sacamuelas-1844.jpg
Leonardo Alenza,Satire Of Suicide From Love 1839,Romanticism,caricature,,1839,,https://uploads1.wikiart.org//images//leonardo-alenza//satire-of-suicide-from-love-1839.jpg!Large.jpg
Charles Martin Powell,A Fishing Lugger And Customs Boat Off A Coastal Town 1823,Academicism,marina,,1823,,https://uploads5.wikiart.org//images//charles-martin-powell//a-fishing-lugger-and-customs-boat-off-a-coastal-town-1823.jpg!Large.jpg
Charles Martin Powell,A Third Rate Entering Port Mahon 1820,Academicism,marina,,1820,,https://uploads3.wikiart.org//images//charles-martin-powell//a-third-rate-entering-port-mahon-1820.jpg!Large.jpg
Charles Martin Powell,View Near Llangaddock Carmarthenshire 1814,Academicism,marina,,1814,,https://uploads8.wikiart.org//images//charles-martin-powell//view-near-llangaddock-carmarthenshire-1814.jpg!Large.jpg
Charles Martin Powell,Hastings East Sussex 1814,Academicism,marina,,1814,,https://uploads0.wikiart.org//images//charles-martin-powell//hastings-east-sussex-1814.jpg!Large.jpg
Charles Martin Powell,Hms Enchantress In The River Dart 1804,Academicism,marina,,1804,,https://uploads4.wikiart.org//images//charles-martin-powell//hms-enchantress-in-the-river-dart-1804.jpg!Large.jpg
Charles Martin Powell,The Battle Of St Vincent 14 Februrary 1797,Academicism,marina,,1797,,https://uploads8.wikiart.org//images//charles-martin-powell//the-battle-of-st-vincent-14-februrary-1797.jpg!Large.jpg
Pieter Van Hanselaere,Le Brigand Blesse 1827,Neoclassicism,genre painting,,1827,,https://uploads1.wikiart.org//00119//images//pieter-van-hanselaere//le-brigand-bless-1827.jpg
Pieter Van Hanselaere,Encouragement Before The Battle 1825,Neoclassicism,genre painting,,1825,,https://uploads8.wikiart.org//00119//images//pieter-van-hanselaere//encouragement-before-the-battle-1825.jpg!Large.jpg
Pieter Van Hanselaere,Self Portrait 1824,Neoclassicism,self-portrait,,1824,,https://uploads1.wikiart.org//00119//images//pieter-van-hanselaere//self-portrait-1824.jpeg!Large.jpeg
Pieter Van Hanselaere,Young Woman With Hat And Grapes 1820,Neoclassicism,portrait,,1820,,https://uploads8.wikiart.org//00119//images//pieter-van-hanselaere//young-woman-with-hat-and-grapes-1820.jpg!Large.jpg
Pieter Van Hanselaere,Susanna And The Elders 1820,Neoclassicism,religious painting,,1820,,https://uploads8.wikiart.org//00119//images//pieter-van-hanselaere//susanna-and-the-elders-1820.jpg!Large.jpg
Pieter Van Hanselaere,Self Portrait 1817,Neoclassicism,self-portrait,,1817,,https://uploads8.wikiart.org//00119//images//pieter-van-hanselaere//self-portrait-1817.jpg!Large.jpg
Vieira Portuense,Dona Filipa De Vilhena Knighting Her Sons 1891,Neoclassicism,history painting,,1801,,https://uploads6.wikiart.org//images//vieira-portuense//dona-filipa-de-vilhena-knighting-her-sons-1891.jpg
Vieira Portuense,Retrato De Uma Mulher 1800,Rococo,portrait,,1800,,https://uploads5.wikiart.org//images//vieira-portuense//retrato-de-uma-mulher-1800.jpg!Large.jpg
Vieira Portuense,Leda E O Cisne 1798,Neoclassicism,mythological painting,,1798,,https://uploads6.wikiart.org//images//vieira-portuense//leda-e-o-cisne-1798.jpg
Vieira Portuense,Fuga De Margarida De Anjou Epis Dio Da Guerra Das Duas Rosas 1798,Neoclassicism,history painting,,1798,,https://uploads7.wikiart.org//images//vieira-portuense//fuga-de-margarida-de-anjou-epis-dio-da-guerra-das-duas-rosas-1798.jpg
Vieira Portuense,Modelo Masculino 1792,Neoclassicism,nude painting (nu),,1792,,https://uploads8.wikiart.org//images//vieira-portuense//modelo-masculino-1792.jpg
Marie Guillemine Benoist,Portrait Of Napoleona Elisa Baciocchi 1810,Neoclassicism,"genre painting,history painting",,1810,,https://uploads1.wikiart.org//images//marie-guillemine-benoist//portrait-of-napoleona-elisa-baciocchi-1810.jpg
Marie Guillemine Benoist,Portrait Of Pauline Bonaparte 1808,Neoclassicism,"genre painting,history painting",,1808,,https://uploads3.wikiart.org//images//marie-guillemine-benoist//portrait-of-pauline-bonaparte-1808.jpg!Large.jpg
Marie Guillemine Benoist,Portrait Of Elisa Bonaparte Grand Duchess Of Tuscany 1805,Neoclassicism,"genre painting,history painting",,1805,,https://uploads8.wikiart.org//images//marie-guillemine-benoist//portrait-of-elisa-bonaparte-grand-duchess-of-tuscany-1805.jpg!Large.jpg
Marie Guillemine Benoist,Portrait D Une N Gresse 1800,Neoclassicism,"genre painting,history painting",,1800,,https://uploads6.wikiart.org//images//marie-guillemine-benoist//portrait-d-une-n-gresse-1800.jpg!Large.jpg
Marie Guillemine Benoist,Portrait Of A Lady 1799,Neoclassicism,"genre painting,history painting",,1799,,https://uploads1.wikiart.org//images//marie-guillemine-benoist//portrait-of-a-lady-1799.jpg!Large.jpg
Marie Guillemine Benoist,Self Portrait 1790,Neoclassicism,"genre painting,history painting",,1790,,https://uploads4.wikiart.org//images//marie-guillemine-benoist//self-portrait-1790.jpg
Ike No Taiga,Lighting A Charcoal Brazier Possibly In Preparation For A Tea Ceremony 1776,Nanga (Bunjinga),genre painting,,1776,,https://uploads5.wikiart.org//images//ike-no-taiga//lighting-a-charcoal-brazier-possibly-in-preparation-for-a-tea-ceremony-1776.jpg!Large.jpg
Ike No Taiga,Chobenzu 1771,Nanga (Bunjinga),genre painting,,1771,,https://uploads6.wikiart.org//images//ike-no-taiga//chobenzu-1771.jpg!Large.jpg
Ike No Taiga,Impressive View Of The Go River 1769,Nanga (Bunjinga),landscape,,1769,,https://uploads2.wikiart.org//images//ike-no-taiga//impressive-view-of-the-go-river-1769.jpg!Large.jpg
Ike No Taiga,Landscape With Yueyang Tower 1750,Nanga (Bunjinga),landscape,,1750,,https://uploads8.wikiart.org//images//ike-no-taiga//landscape-with-yueyang-tower-1750.jpg!Large.jpg
Ike No Taiga,Landscape With Pavilion Hanging Scroll 1750,Nanga (Bunjinga),landscape,,1750,,https://uploads0.wikiart.org//images//ike-no-taiga//landscape-with-pavilion-hanging-scroll-1750.jpg!Large.jpg
Ike No Taiga,Fishing In Springtime 1747,Nanga (Bunjinga),landscape,,1747,,https://uploads1.wikiart.org//images//ike-no-taiga//fishing-in-springtime-1747.jpg!Large.jpg
Jose Luzan,Dream Of Joseph 1770,Baroque,religious painting,,1770,,https://uploads1.wikiart.org//00118//images//jose-luzan//dream-of-joseph-1770.jpeg!Large.jpeg
David Morier,Grenadier Regents,Rococo,"history painting,portrait",,1721,,https://uploads0.wikiart.org//00130//images//david-morier//moriergrenadiersregts464748-1721-65.jpg!Large.jpg
David Morier,William Kerr 4Th Marquess Of Lothian On A Charger 1751,Rococo,"history painting,portrait",,1751,,https://uploads3.wikiart.org//00130//images//david-morier//william-kerr-4th-marquess-of-lothian-on-a-charger-by-david-morier.jpg!Large.jpg
David Morier,William Augustus Duke Of Cumberland 1750,Rococo,"history painting,portrait",,1750,,https://uploads5.wikiart.org//00137//images//david-morier//william-augustus-duke-of-cumberland-1750.jpg!Large.jpg
David Morier,Battle Of Culloden 1746,Rococo,"history painting,portrait",,1746,,https://uploads4.wikiart.org//00130//images//david-morier//battle-of-culloden-woodcut-painting-1746.jpg
David Morier,The Battle Of Culloden 1746,Rococo,"history painting,portrait",,1746,,https://uploads1.wikiart.org//00130//images//david-morier//the-battle-of-culloden-1746.jpg!Large.jpg
David Morier,Major General The Honourable Sir Charles Howard Cb Colonel Of The Regiment 1745,Rococo,"history painting,portrait",,1745,,https://uploads8.wikiart.org//00137//images//david-morier//major-general-the-honourable-sir-charles-howard-cb-colonel-of-the-regiment-1745.jpg!Large.jpg
Jose Luzan,La Venida De La Virgen Del Pilar A Zaragoza 1765,Baroque,religious painting,,1765,,https://uploads0.wikiart.org//00118//images//jose-luzan//la-venida-de-la-virgen-del-pilar-a-zaragoza-1765.jpg!Large.jpg
Jose Luzan,San Valero San Vicente Martir San Pedro Arbues Y Santo Dominguito De Val En La Gloria 1757,Baroque,religious painting,,1757,,https://uploads6.wikiart.org//00118//images//jose-luzan//san-valero-san-vicente-m-rtir-san-pedro-arbu-s-y-santo-dominguito-de-val-en-la-gloria-1757.jpg!Large.jpg
Jose Luzan,San Jose Y El Nino Jesus 1750,Baroque,religious painting,,1750,,https://uploads7.wikiart.org//00118//images//jose-luzan//san-jos-y-el-ni-o-jes-s-1750.jpg!Large.jpg
Yosa Buson,Landscape With A Solitary Traveler 1780,Ink and wash painting,landscape,,1780,,https://uploads3.wikiart.org//images//yosa-buson//landscape-with-a-solitary-traveler-1780.jpg!Large.jpg
Yosa Buson,Snowclad Houses In The Night 1778,Ink and wash painting,landscape,,1778,,https://uploads6.wikiart.org//images//yosa-buson//snowclad-houses-in-the-night-1778.jpg!Large.jpg
Yosa Buson,Sengyo Jugijo 1771,Ink and wash painting,genre painting,,1771,,https://uploads0.wikiart.org//images//yosa-buson//sengyo-jugijo-1771.jpg!Large.jpg
Yosa Buson,Self Portrait Haiga 1771,Ink and wash painting,self-portrait,,1771,,https://uploads5.wikiart.org//images//yosa-buson//self-portrait-haiga-1771.jpg
Yosa Buson,Enjoyment Of Summer Scenery 1771,Ink and wash painting,landscape,,1771,,https://uploads5.wikiart.org//images//yosa-buson//enjoyment-of-summer-scenery-1771.jpg!Large.jpg
Yosa Buson,Travelers On Horseback On A Mountain In Spring 1770,Ink and wash painting,landscape,,1770,,https://uploads5.wikiart.org//images//yosa-buson//travelers-on-horseback-on-a-mountain-in-spring-1770.jpg
Juriaen Van Streeck,Vanitas Still Life With Feather Fan,Baroque,still life,,,,https://uploads1.wikiart.org//00141//images//juriaen-van-streeck//f989ob8pws.jpg!Large.jpg
Juriaen Van Streeck,Appetizer,Baroque,still life,,1670,,https://uploads2.wikiart.org//00141//images//juriaen-van-streeck//v7-gekeysaw.jpg!Large.jpg
Juriaen Van Streeck,Still Life Orange Lemon And Wine In A Glass,Baroque,still life,,1670,,https://uploads6.wikiart.org//00141//images//juriaen-van-streeck//still-life-orange-lemon-and-wine-in-the-glass-1670-juriaen-van-streeck.jpg
Juriaen Van Streeck,Appetizer 0,Baroque,still life,,,,https://uploads2.wikiart.org//00141//images//juriaen-van-streeck//yi567wiy9ue.jpg!Large.jpg
Juriaen Van Streeck,Smoker,Baroque,still life,,,,https://uploads6.wikiart.org//00141//images//juriaen-van-streeck//10820-foto-1-03.jpg!Large.jpg
Bada Shanren,Two Birds 1705,Ink and wash painting,bird-and-flower painting,,1705,,https://uploads7.wikiart.org//images//bada-shanren//two-birds-1705.jpg!Large.jpg
Bada Shanren,Mynah Bird On An Old Tree 1703,Ink and wash painting,animal painting,,1703,,https://uploads5.wikiart.org//images//bada-shanren//mynah-bird-on-an-old-tree-1703.jpg!Large.jpg
Bada Shanren,Chrysantheme 1962,Ink and wash painting,flower painting,,1692,,https://uploads0.wikiart.org//images//bada-shanren//chrysantheme-1962.jpg
Bada Shanren,Flower In Jar 1689,Ink and wash painting,flower painting,,1689,,https://uploads1.wikiart.org//images//bada-shanren//flower-in-jar-1689.jpg
Theodoor Van Thulden,Return Of Peace,Baroque,allegorical painting,,1657,,https://uploads7.wikiart.org//images//theodoor-van-thulden//return-of-peace.jpg!Large.jpg
Theodoor Van Thulden,Time Reveals The Truth,Baroque,allegorical painting,,1657,,https://uploads5.wikiart.org//images//theodoor-van-thulden//time-reveals-the-truth.jpg!Large.jpg
Theodoor Van Thulden,Harmony And Marriage,Baroque,allegorical painting,,1652,,https://uploads3.wikiart.org//images//theodoor-van-thulden//harmony-and-marriage.jpg!Large.jpg
Theodoor Van Thulden,Dutch Virgin And Frederik,Baroque,allegorical painting,,1651,,https://uploads8.wikiart.org//images//theodoor-van-thulden//dutch-virgin-and-frederik.jpg!Large.jpg
Johannes Moreelse,Heraclitus 1630 0,Baroque,portrait,,,,https://uploads7.wikiart.org//00206//images//johannes-moreelse//johannes-moreelse-heraclitus-google-art-project-1.jpg!Large.jpg
Johannes Moreelse,Democritus 1630,Baroque,"portrait,tronie",,,,https://uploads2.wikiart.org//00206//images//johannes-moreelse//utrecht-moreelse-democrite.JPG!Large.JPG
Johannes Moreelse,Democritus 1630 0,Baroque,portrait,,1630,,https://uploads2.wikiart.org//00207//images//johannes-moreelse//democritus-c-1630.jpg!Large.jpg
Johannes Moreelse,Saint Jean Baptiste 1630,Baroque,religious painting,,1630,,https://uploads2.wikiart.org//00207//images//johannes-moreelse//saint-jean-baptiste-c-1630.jpg!Large.jpg
Johannes Moreelse,The Repentance Of Saint Peter 1630,Baroque,religious painting,,1630,,https://uploads5.wikiart.org//00207//images//johannes-moreelse//the-repentance-of-saint-peter-c-1630-1.JPG!Large.JPG
Adam Van Noort,Final Battle Of The Siege Of Troy 1625,Baroque,"battle painting,mythological painting",,1625,,https://uploads3.wikiart.org//00115//images//adam-van-noort//final-battle-of-the-siege-of-troy-1625.jpg!Large.jpg
Adam Van Noort,Portrait Of A Bearded Man At Age 32 1615,Baroque,portrait,,1615,,https://uploads5.wikiart.org//00115//images//adam-van-noort//portrait-of-a-bearded-man-at-age-32-1615.jpg!Large.jpg
Adam Van Noort,The Preaching Of John The Baptist 1601,"Mannerism (Late Renaissance),Baroque",religious painting,,1601,,https://uploads3.wikiart.org//00115//images//adam-van-noort//the-preaching-of-john-the-baptist-1601.png!Large.png
Adam Van Noort,Christ Blessing The Little Children 1600,Mannerism (Late Renaissance),religious painting,,1600,,https://uploads5.wikiart.org//00115//images//adam-van-noort//christ-blessing-the-little-children-1600.jpg!Large.jpg
Adam Van Noort,Minerva Teaches Pictura 1598,Mannerism (Late Renaissance),mythological painting,,1598,,https://uploads2.wikiart.org//00115//images//adam-van-noort//minerva-teaches-pictura-1598.png!Large.png
Adam Van Noort,Lady Godiva 1586,Mannerism (Late Renaissance),"history painting,mythological painting",,1586,,https://uploads8.wikiart.org//00115//images//adam-van-noort//lady-godiva-1586.jpg!Large.jpg
Osias Beert,Dishes With Oysters Fruit And Wine 1625,Baroque,still life,,1625,,https://uploads4.wikiart.org//images//osias-beert//dishes-with-oysters-fruit-and-wine-1625.jpg!Large.jpg
Osias Beert,Still Life With Artichokes 1610,Baroque,still life,,1610,,https://uploads5.wikiart.org//images//osias-beert//still-life-with-artichokes-1610.jpg!Large.jpg
Osias Beert,Still Life Of Fruit 1610,Baroque,still life,,1610,,https://uploads7.wikiart.org//images//osias-beert//still-life-of-fruit-1610.jpg!Large.jpg
Osias Beert,Still Life With Oysters And Pastries 1610,Baroque,still life,,1610,,https://uploads6.wikiart.org//images//osias-beert//still-life-with-oysters-and-pastries-1610.jpg!Large.jpg
Osias Beert,Still Life With Cherries And Strawberries In China Bowls 1608,Baroque,still life,,1608,,https://uploads8.wikiart.org//images//osias-beert//still-life-with-cherries-and-strawberries-in-china-bowls-1608.jpg!Large.jpg
Osias Beert,Still Life Of Fruit In A Wan Li Bowl 1607,Baroque,still life,,1607,,https://uploads5.wikiart.org//images//osias-beert//still-life-of-fruit-in-a-wan-li-bowl-1607.jpg
Barbara Longhi,Madonna Adoring The Child 1605,Mannerism (Late Renaissance),portrait,,1605,,https://uploads7.wikiart.org//images//barbara-longhi//madonna-adoring-the-child-1605.jpg!Large.jpg
Barbara Longhi,Dama Con L Unicorno 1605,Mannerism (Late Renaissance),portrait,,1605,,https://uploads0.wikiart.org//images//barbara-longhi//dama-con-l-unicorno-1605.jpg
Barbara Longhi,Virgin And Child With Saint 1595,Mannerism (Late Renaissance),portrait,,1595,,https://uploads8.wikiart.org//images//barbara-longhi//virgin-and-child-with-saint-1595.jpg
Barbara Longhi,Saint Catherine Of Alexandria Presumed Self Portrait 1589,Mannerism (Late Renaissance),portrait,,1589,,https://uploads6.wikiart.org//images//barbara-longhi//saint-catherine-of-alexandria-presumed-self-portrait-1589.jpg
Barbara Longhi,Madonna And Child 1585,Mannerism (Late Renaissance),portrait,,1585,,https://uploads8.wikiart.org//images//barbara-longhi//madonna-and-child-1585.jpg!Large.jpg
Marietta Robusti,Self Portrait 1580,Mannerism (Late Renaissance),self-portrait,,1580,,https://uploads5.wikiart.org//images//marietta-robusti//self-portrait-1580.jpg
Marietta Robusti,Self Portrait Or Venetian Woman Attributed,Mannerism (Late Renaissance),self-portrait,,1580,,https://uploads3.wikiart.org//images//marietta-robusti//self-portrait-or-venetian-woman-attributed.jpg!Large.jpg
Marietta Robusti,Portrait Of Ottavio Strada Attributed 1568,Mannerism (Late Renaissance),portrait,,1568,,https://uploads3.wikiart.org//images//marietta-robusti//portrait-of-ottavio-strada-attributed-1568.jpg!Large.jpg
Marietta Robusti,Venetian Woman Attributed 1,Mannerism (Late Renaissance),portrait,,1560,,https://uploads5.wikiart.org//images//marietta-robusti//venetian-woman-attributed-1.jpg
Cennino Cennini,Saint Augustine 1400,Proto Renaissance,religious painting,,1400,,https://uploads7.wikiart.org//images//cennino-cennini//saint-augustine-1400.jpg!Large.jpg
Cennino Cennini,Nativity Of The Virgin 1400,Proto Renaissance,religious painting,,1400,,https://uploads5.wikiart.org//images//cennino-cennini//nativity-of-the-virgin-1400.jpg!Large.jpg
Cennino Cennini,Madonna And Child With Seraphim And Cherubim 1400,Proto Renaissance,religious painting,,1400,,https://uploads0.wikiart.org//images//cennino-cennini//madonna-and-child-with-seraphim-and-cherubim-1400.jpg!Large.jpg
Cennino Cennini,Madonna And Child With Angels And Saints 1400,Proto Renaissance,religious painting,,1400,,https://uploads5.wikiart.org//images//cennino-cennini//madonna-and-child-with-angels-and-saints-1400.jpg!Large.jpg
Defendente Ferrari,The Virgin And Child With St Anne,High Renaissance,religious painting,,1528,,https://uploads7.wikiart.org//00168//images//defendente-ferrari//defendente-ferrari-anna-te-drie-n.jpg!Large.jpg
Defendente Ferrari,Christs Dispute At The Temple,High Renaissance,religious painting,,1526,,https://uploads5.wikiart.org//00168//images//defendente-ferrari//defendente-ferrari-001.jpg!Large.jpg
Defendente Ferrari,The Holy Family With Angels,High Renaissance,religious painting,,1520,,https://uploads7.wikiart.org//00168//images//defendente-ferrari//defendente-ferrari-the-holy-family-with-angels-walters-37711.jpg!Large.jpg
Defendente Ferrari,Adoration Of The Magi,High Renaissance,religious painting,,1520,,https://uploads0.wikiart.org//00168//images//defendente-ferrari//00072301.jpg!Large.jpg
Defendente Ferrari,Adoration Of The Magi 0,High Renaissance,religious painting,,1520,,https://uploads2.wikiart.org//00168//images//defendente-ferrari//adorazione.jpg!Large.jpg
Defendente Ferrari,Adoration Of The Child With A Donor,High Renaissance,religious painting,,1511,,https://uploads3.wikiart.org//00168//images//defendente-ferrari//defendente-ferrari-adorazione-del-bambino-con-un-donatore-1511-01.JPG!Large.JPG
Tang Yin, 1523,Ink and wash painting,shan shui,,1523,,https://uploads3.wikiart.org//images//tang-yin//-1523.jpg!Large.jpg
Tang Yin, 1520,Ink and wash painting,genre painting,,1520,,https://uploads3.wikiart.org//images//tang-yin//-1520.jpg!Large.jpg
